id,title,caption,topic,country
469,جزر القمر تطلق مبادرة جديدة لتعزيز الابتكار الرقمي في التعليم,وزير التعليم في جزر القمر خلال مؤتمر صحفي يعلن عن إطلاق المبادرة في العاصمة موروني، حيث يجلس المشاركون في الخلفية يناقشون الخطط المستقبلية (وكالة الأنباء القمرية),تقنية,جزر القمر
470,"""تقنية جديدة في الجامعات الفلسطينية لتعزيز التعلم عن بُعد""",مجموعة من الطلاب في جامعة فلسطينية يستخدمون الحواسيب اللوحية خلال محاضرة تعليمية عن بُعد، حيث تعكس شاشاتهم تفاعلات حية مع المحاضرين من دول مختلفة (الأهرام),تقنية,فلسطين
471,انطلاق مؤتمر تكنولوجيا المعلومات والاتصالات في عمّان بمشاركة 150 شركة عربية ودولية,قاعة المؤتمر في عمّان مكتظة بالمتحدثين والمشاركين من مختلف الدول، حيث يتم مناقشة أحدث الابتكارات في مجال التكنولوجيا والتواصل الرقمي (الجزيرة).,تقنية,الأردن
472,المغرب يطلق حملة وطنية للتوعية بمخاطر السكري وسط تزايد الإصابات,أطباء مغاربة يقومون بتقديم استشارات طبية للمواطنين في أحد المراكز الصحية خلال انطلاق الحملة الوطنية للتوعية بأثر مرض السكري (موقع وزارة الصحة المغربية).,صحة,المغرب
473,زيادة ملحوظة في برامج التوعية الصحية للفتيات في قطر,مشاركة فتيات في ورشة عمل توعوية تتعلق بالصحة النفسية، حيث يتحدث مختصون عن أهمية الصحة العقلية في حياة الشباب (الجزيرة),قضايا اجتماعية,قطر
474,ارتفاع حالات الإصابة بالأمراض المزمنة في شمال سوريا نتيجة نقص الخدمات الصحية,طبيب سوري يتفقد جهاز قياس الضغط في إحدى العيادات الميدانية التي تعاني من نقص المعدات الأساسية والدواء (الجزيرة),صحة,سوريا
475,السودان يشهد تزايداً في التصحر وسط مخاوف من تأثيرات التغير المناخي,مشهد يُظهر الأراضي الزراعية المتصحرة في منطقة النيل الأزرق، حيث يعاني المزارعون من انخفاض الإنتاج بسبب قلة المياه (الأخبار السودانية),بيئة,السودان
476,"""الابتكار المجتمعي"" في الإمارات يحتفل بإطلاق أول منصة للشباب لتعزيز الممارسة التطوعية",مجموعة من الشباب المشاركين في الفعالية، متجمعين حول المنصة الجديدة، يتبادلون الأفكار حول المبادرات التطوعية والإسهامات الاجتماعية (الإمارات اليوم),مجتمع,الإمارات
477,سوريا تعلن عن بدء مشروع طاقة شمسية ضخم لتلبية احتياجاتها من الكهرباء,مهندسون سوريون يعملون في موقع تركيب الألواح الشمسية في إحدى المناطق الريفية، في خطوة تهدف لتعزيز الاعتماد على الطاقة المتجددة وتقليل الانقطاعات الكهربائية. (رويترز),طاقة,سوريا
478,"مهرجان ""صوت البحر"" يضيء سماء اللاذقية بأصوات الموسيقى الشعبية","فرقة موسيقية تؤدي عرضاً حياً على شاطئ البحر في اللاذقية خلال مهرجان ""صوت البحر""، مع خلفية لموجات البحر وشغف الحضور بالأجواء الاحتفالية (وكالة الأنباء السورية).",ثقافة,سوريا
479,جهود كويتية لتعزيز الثقافة البيئية في المدارس عبر ورش عمل تفاعلية,أطفال كويتيون يشاركون في ورشة عمل عن إعادة التدوير في مدرسة ابتدائية، حيث يتعلمون كيفية تحويل النفايات إلى مواد مفيدة (مواقع التواصل الاجتماعي).,مجتمع,الكويت
480,ارتفاع نسبة التلوث في بيروت يثير مخاوف المواطنين والبيئيين,مشهد ضبابي يخيّم على العاصمة اللبنانية نتيجة تلوث الهواء، مع حركة المرور الكثيفة في الشوارع (الأناضول),بيئة,لبنان
481,جزر القمر تحتفل باليوم الوطني للثقافة بفنون تقليدية وموسيقية حية,فعاليات احتفالية في موروني تتضمن عروضًا للرقص التقليدي والموسيقى المحلية بمشاركة الفنانين المحليين (الصحافة القمرية),ثقافة,جزر القمر
482,سوريا تتجه نحو تنويع مصادر الطاقة المتجددة في مسعى لمواجهة أزمة الكهرباء,موظف يعمل في محطة للطاقة الشمسية بسوريا، حيث تسعى الحكومة لتعزيز استخدام الطاقة المتجددة لتقليل الاعتماد على الوقود الأحفوري (الأناضول),طاقة,سوريا
483,عُمان تُطلق حملة نظافة وطنية لحماية البيئة البحرية وتعزيز السياحة,متطوعون محليون يشاركون في حملات التنظيف على سواحل عُمان، حيث تبرز أكوام من النفايات البلاستيكية التي تم جمعها خلال الفعالية (الأناضول),بيئة,عُمان
